BP-date,Title in BP,Title,IDN,Date,Page,Commentaire,Categories_test,Image,Lien KBR
BP-date,Vers l'avenir in BP,Vers l'avenir,15442494,27/04/1940,8,"TSF / Radio-Binche : 11h40 ""Spirou a deux ans"", sketch de Jean Doisy",Other,,https://uurl.kbr.be/1507783/p8
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,1/05/1940,8,"L'Esprit en Belgique (MA, Ray-Mu, Lenoir, ...)",MA-auth/art,,https://uurl.kbr.be/1266218/p8
BP-date,Le Soir in BP,Le Soir,15438406,5/05/1940,8,"COMMUNIQUÉS : ""- Aidons-Nous (entr'aide et solidarité), organise pour le 5 mai, de 15 à 24 heures, rue Auguste Orts, 24, un cabaret dancing avec le concours de Marcel Antoine, ""Slache dans l'intimité du micro""; ...",MA-Slache,,https://uurl.kbr.be/1602430/p8
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,5/05/1940,8,T.S.F. - Bruxelles-conférences : 12h15-12h35 : Les nouvelles aventures de Slache,Radio+Slache,,https://uurl.kbr.be/1266222/p8
BP-date,La Nation belge in BP,La Nation belge,17172248,3/07/1940,8,Théâtres à Bruxelles - Concert Music-Hall Saint-Sauveur,MA-Slache,,https://uurl.kbr.be/1525686
BP-date,La Nation belge in BP,La Nation belge,17172248,11/07/1940,8,Théâtres à Bruxelles - Concert Music-Hall Saint-Sauveur,MA-Slache,,https://uurl.kbr.be/1525694
BP-date,La Nation belge in BP,La Nation belge,17172248,28/07/1940,8,"Programme Music-Halls - Concert Music-Hall St-Sauveur - Marcel Antoine, notre Slache national. ... Tous les jours, séances à 16h30 et 19h30, le dimanche à partir de 14h30.",MA-Slache,,https://uurl.kbr.be/1525711
BP-date,La Nation belge in BP,La Nation belge,17172248,21/08/1940,8,"Concerts - Concert Music-Hall St-Sauveur - Marcel Antoin présente : Mary Camus, cantatrice; Germaine Benoist, etc.",MA-subj,,https://uurl.kbr.be/1525736
BP-date,La Nation belge in BP,La Nation belge,17172248,23/08/1940,8,"Concerts - Concert Music-Hall St-Sauveur - Marcel Antoin présente : Mary Camus, cantatrice; Germaine Benoist, etc.",MA-subj,,https://uurl.kbr.be/1525738
BP-date,La Nation belge in BP,La Nation belge,17172248,24/08/1940,8,"Concerts - Concert Music-Hall St-Sauveur - Marcel Antoin présente : Mary Camus, cantatrice; Germaine Benoist, etc.",MA-subj,,https://uurl.kbr.be/1525739
BP-date,Le Soir in BP,Le Soir,15438406,4/01/1966,8,"Les Oscars 1965 de l'humour : Peynet (FR), Katz (IS), Bench (DK) ; L'Oscar National : Ploeg ;  Le Prix Marcel Antoine : Paul Derman",MA-subj,,https://uurl.kbr.be/1611900/p8
BP-date,La Nation belge in BP,La Nation belge,17172248,28/06/1931,9,"I.N.R. - 20:45-21:00 : ""quelques histoires pour rire raconté par Marcel Antoine""",Radio,,https://uurl.kbr.be/1522418/p9
BP-date,La Nation belge in BP,La Nation belge,17172248,1/02/1939,9,"Le VIIe bal du tennis : le succès de la grande fête des tennismen s'annonce extrêmement brillant, car tous les clubs seront représentés (...) Mais les organisateurs ont, comme d'habitude, corsé l'attrait du bal par une foule d'attractions très divertissantes. C'est ainsi que le populaire ""Sslache"" (sic) par la voix de son créateur Marcel Antoine donnera ses impressions, certes inattendues, sur le tennis"" (...)",MA-subj,,https://uurl.kbr.be/1525180/p9
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,27/09/1933,10,L'esprit en Belgique,MA-auth/art,,https://uurl.kbr.be/1263466/p10+3
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,8/11/1933,10,"L'esprit en Belgique (L'esprit en Belgique continuera jusqu'au 1940, à voir p. 8 ou 10)",MA-auth/art,,https://uurl.kbr.be/1263508/p8
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,3/06/1936,10,"L'esprit en Belgique : dessin inédit de MA (préfiguration de Slache)
=> has been used for bilingual postcard",MA-auth/art,,https://uurl.kbr.be/1264796/p10
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,19/01/1938,10,"L'esprit en Belgique (MA, Lenoir)",MA-auth/art,,https://uurl.kbr.be/1265385/p10
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,18/01/1939,10,"L'esprit en Belgique (Lenoir, Marcel Antoine, Ray-mu, Max Servais, ...)",MA-auth/art,,https://uurl.kbr.be/1265748/p10
BP-date,Le Soir in BP,Le Soir,15438406,27/02/1939,10,"Programme TSF: ""Les aventures de Slache"", par Marcel Antoine ; programmé sur Radio Schaerbeek-Bruxelles à 13:20",Radio+Slache,,https://uurl.kbr.be/1601998
BP-date,Vers l'Avenir in BP,Vers l'Avenir,15442494,27/05/1939,10,"TSF - Radio Binche - 10h30 : Spirou reçoit, scénette enfantine d'Emile-André Robert",Other,,https://uurl.kbr.be/1507456/p10
BP-date,Vers l'Avenir in BP,Vers l'Avenir,15442494,28/05/1939,10,"TSF - Radio Binche - 10h30 : Spirou reçoit, scénette enfantine d'Emile-André Robert",Other,,https://uurl.kbr.be/1507457/p10
BP-date,La Dernière Heure in BP,La Dernière Heure,17171827,8/05/1940,10,L'esprit en Belgique,MA-auth/art,,https://uurl.kbr.be/1266225/p10
BP-date,Le Soir in BP,Le Soir,15438406,20/11/1951,10,"Conférences / Au Rataillon : (21/11/1951 à 20h30) : ""De Beulemans à Slache"" Commentaires de Louis Quiévreux, lectures par Roger Kervyn de Marcke ten Driessche, avec Marcel Antoine""",Radio+Slache,,https://uurl.kbr.be/1606225/p10
BP-date,Le Soir in BP,Le Soir,15438406,30/10/1957,11,"Bals de soirées : Le bal bleu à Etterbeek : ""Marcel Antoine et Slache furent autant d'intermèdes qui soulevèrent les applaudissements ethousiastes du public""",MA-Slache,,https://uurl.kbr.be/1608524/p11
BP-date,Le Soir in BP,Le Soir,15438406,29/11/1958,12,Comité national de l'horlogerie comic strip Non! Pas ça! (4 panels in a square) signed Marcel Antoine (Slache),MA-auth/art,,https://uurl.kbr.be/1608917/p12
BP-date,Le Soir in BP,Le Soir,15438406,4/10/1960,13,"Le mémorial Marcel Antoine : dimanche ,prochain cimetière d'Evere 10h45",MA-subj,,https://uurl.kbr.be/1609507/13
BP-date,Le Soir in BP,Le Soir,15438406,1/06/1965,13,"35e anniversaire de ""La mine souriante"" : les anciens de la ""Mine souriante"", auxquels s'étaient joints des membres nouveau, ont évoqués les temps déjà lointains de la fondation de l'association, par Marcel Antoine, ce vieux 'Slache, dont on évoqua avec émotion le souvenir. Après un court historique où Horn évoqua les fondateurs , on remit à Georges Konen, de la T.V., le diplôme de docteur humoris causa, qui l'accepta avec bonne grâce et sans rancune. (...) Le remise du grand collier de la ""MS"" au prince des humoristes, Jean Dratz clôtura cette réunion, dont le but est d'élever la bonne humeur à la hauteur d'une vertu.",MineSouriante,,https://uurl.kbr.be/1812523/p13
BP-date,Le Soir in BP,Le Soir,15438406,20/12/1958,14,Comité national de l'horlogerie comic strip Non! Pas ça! (4 panels in a square) signed Marcel Antoine (Slache),MA-auth/art,,https://uurl.kbr.be/1608935/p14
BP-date,Le Soir in BP,Le Soir,15438406,6/12/1958,15,Comité national de l'horlogerie comic strip Non! Pas ça! (4 panels in a square) signed Marcel Antoine (Slache),MA-auth/art,,https://uurl.kbr.be/1608923/p15
BP-date,Le Radio in BP,Le Radio,12126493,13/12/1936,17,"Radio-Schaerbeek jeudi 17/12 (13h30-13h40 ): ""Slache-magazine"" de Marcel Antoine
=> première fois Slache dans les programmes T.S.F. (idem in Hebdo)",Radio+Slache,,https://uurl.kbr.be/2045120/p17
BP-date,Le Soir in BP,Le Soir,15438406,22/11/1958,19,C'est un conseil du Comité national de l'horlogerie => comic strip Non! Pas ça! (4 panels in a square) signed Marcel Antoine (type Slache),MA-auth/art,,https://uurl.kbr.be/1608911/p19
BP-date,Le Radio in BP,Le Radio,12126493,8/07/1934,24,"PHOTO portrait ([E. Delhaes]) : ""Marcel Antoine, le sympathique speaker "" de Radio-Schaerbeek-Bruxelles a été élu par ses pairs ""Prince des humoristes"", au banquet de clôture du Salon de la mine souriante""",MineSouriante,,https://uurl.kbr.be/2044828/p24
BP-date,Le Radio in BP,Le Radio,12126493,18/04/1937,24,"Dans les ondes Nationaux : Marcel Antoine, le sympathique speaker de Radio-Schaerbeek-Bruxelles, vient d'être décoré des palmes d'or de l'Ordre de la Couronne comme fondateur de la ""Mine Souriante"". (+ PHOTO portrait)",MineSouriante,,https://uurl.kbr.be/2045156/p24
BP-date,Le Radio in BP,Le Radio,12126493,18/03/1938,24,"(Table réservée) LE GARCON,  ""Les Gens du Micro : Slache, lutin de midi"" (+ PHOTO ""L'humoriste MA père de Slache"")
OCR: (...) La Radio, en somme, est une science toute
nouvelle. Pour l’instant, elle constitue un
excellent moyen « d’interprétation » et, par
voie de conséquence, de publicité : Elle diffuse
sans distinction la IX” Symphonie ou
les louanges de la Margarine. Mais elle ne
crée pas — pas encore du moins — à la
manière des livres et des films qui ont donné
la vie à une humanité puissante. Cela viendra,
n’en doutons pas. Déjà, toute une littéj
rature radiophonique s’essaie à humaniser le
? monde des sons.",MA-Slache,,https://uurl.kbr.be/2045433/p24
BP-date,Le Radio in BP,Le Radio,12126493,28/01/1938,3,"""Marcel Antoine interviewé par lui-même"" ; ""Au théâtre, il y a non seulement la réaction du public, la claque - ou les tomates - mais il y a aussi l'ambiance, la chaleur, la fraternité de la salle... En T.S.F., rien de tout cela : on s'adresse à un auditoire éparpillé, et la chaleur communicative des banquettes est réduite à sa plus simple expression. La réaction se produit à retardement, grâce à la correspondance, parfois abondante, des auditeurs expansifs."" (p. 4) [...] ""Je vous parlais de lapsus et de bafouillage. Savez-vous que c'est cela même qui m'a permis de faire naître ce personnage que vous avez bien voulu, et si gentiment, adopter : Slache"" (p. 4)
p.4 : cartoon par MA de François Landrain, ""chef de poste de l'émetteur de radio Schaerbeek-Bruxelles à Crainhem"".",MA-auth/art,,https://uurl.kbr.be/2045419/p3
BP-date,Le Radio in BP,Le Radio,12126494,28/01/1938,4,"""Marcel Antoine interviewé par lui-même"" ; ""Au théâtre, il y a non seulement la réaction du public, la claque - ou les tomates - mais il y a aussi l'ambiance, la chaleur, la fraternité de la salle... En T.S.F., rien de tout cela : on s'adresse à un auditoire éparpillé, et la chaleur communicative des banquettes est réduite à sa plus simple expression. La réaction se produit à retardement, grâce à la correspondance, parfois abondante, des auditeurs expansifs."" (p. 4) [...] ""Je vous parlais de lapsus et de bafouillage. Savez-vous que c'est cela même qui m'a permis de faire naître ce personnage que vous avez bien voulu, et si gentiment, adopter : Slache"" (p. 4)
p.4 : cartoon par MA de François Landrain, ""chef de poste de l'émetteur de radio Schaerbeek-Bruxelles à Crainhem"".",MA-auth/art,,https://uurl.kbr.be/2045419/p4
BP-date,Le Radio in BP,Le Radio,12126493,8/07/1938,3,p3: Y a d'la Joie ...dans la noblesse (dessin 'MA'),MA-auth/art,,https://uurl.kbr.be/2045465/p3
BP-date,Le Radio in BP,Le Radio,12126493,8/07/1938,4,p4 : Les mains des femmes : Fantaisie par Lise Coligny,MA-auth/art,,https://uurl.kbr.be/2045465/p4
BP-date,Le Radio in BP,Le Radio,12126493,15/07/1938,3,"p3: Les Chansons de Marins ... une fantaisie de Lise Coligny
",MA-auth/art,,https://uurl.kbr.be/2045467/p3
BP-date,Le Radio in BP,Le Radio,12126494,15/07/1938,4,p4: Y a d'la joie ... une fantaisie de Marcel Antoine,MA-auth/art,,https://uurl.kbr.be/2045467/p4
BP-date,Le Radio in BP,Le Radio,12126493,24/07/1938,3,"p3: Y a d'la Joie ..en vacances (Une fantaisie de Marcel Antoine) (dessin MA)
",MA-auth/art,,https://uurl.kbr.be/2045469/p3
BP-date,Le Radio in BP,Le Radio,12126494,24/07/1938,4,"p4: ""A l'Ombre des Moulins"" : ""Une fantaisie signée Lise Coligny"" (dessin MA!)",MA-auth/art,,https://uurl.kbr.be/2045469/p4
BP-date,Le Radio in BP,Le Radio,12126493,29/07/1938,3,"p3: Y a d'la Joie ..au Bureau! (Une fantaisie de Marcel Antoine) (dessin MA)
",MA-auth/art,,https://uurl.kbr.be/2045471/p3
BP-date,Le Radio in BP,Le Radio,12126494,29/07/1938,4,"p4: La poésie des arbres : ""Une fantaisie musicale par Lise Coligny"" (dessin MA!)",MA-auth/art,,https://uurl.kbr.be/2045471/p4
BP-date,Le Radio in BP,Le Radio,12126493,14/08/1938,3,"p3: Y a d'la Joie ..chez les Malades! (Une fantaisie de Marcel Antoine) (dessin MA)
",MA-auth/art,,https://uurl.kbr.be/2045475/p3
BP-date,Le Radio in BP,Le Radio,12126494,14/08/1938,4,"p4: Souvenirs d'enfance : ""Une fantaisie charmante de Lise Coligny"" (dessin MA)",MA-auth/art,,https://uurl.kbr.be/2045475/p4
BP-date,Le Radio in BP,Le Radio,12126493,21/08/1938,3,"p3 : Parmi les étoiles (une fantaisie céleste de Lise Coliny
",MA-auth/art,,https://uurl.kbr.be/2045477/p3
BP-date,Le Radio in BP,Le Radio,12126494,21/08/1938,4,p4 : Y a d'la Joie ... Chez les Nègres! (dessin MA),MA-auth/art,,https://uurl.kbr.be/2045477/p4
BP-date,Le Radio in BP,Le Radio,12126493,26/08/1938,3,"p3 : Partir ... (fantaisie de Lise Coliny)
",MA-auth/art,,https://uurl.kbr.be/2045479/p3
BP-date,Le Radio in BP,Le Radio,12126494,26/08/1938,4,p4 : Y a d'la Joie ... A la Foire (fantaisie de MA),MA-auth/art,,https://uurl.kbr.be/2045479/p4
BP-date,Le Radio in BP,Le Radio,12126493,11/09/1938,3,"Y a d'la Joie ... Au Théâtre ! (une fantaisie de MA)
",MA-auth/art,,https://uurl.kbr.be/2045483/p3
BP-date,Le Radio in BP,Le Radio,12126494,11/09/1938,4,Douces Etreintes ... (une fantaisie de Lise Coliny),MA-auth/art,,https://uurl.kbr.be/2045483/p4
BP-date,Le Radio in BP,Le Radio,12126493,18/09/1938,3,"A Travers Champs ... une fantaisie bucolique de Lise Coliny
",MA-auth/art,,https://uurl.kbr.be/2045485/p3
BP-date,Le Radio in BP,Le Radio,12126494,18/09/1938,4,Y a d'la Joie ... dans le Milieu (une fantaisie spéciale de MA),MA-auth/art,,https://uurl.kbr.be/2045485/p4
BP-date,Le Radio in BP,Le Radio,12126493,25/09/1938,3,"Y a d'la Joie ...avec Mireille (MA) : le 1er Octobre à 15 heures
",MA-auth/art,,https://uurl.kbr.be/2045487/p3
BP-date,Le Radio in BP,Le Radio,12126494,25/09/1938,4,Nostalgie ...fantaisie musicale de Lise Coliny (texte MA): 27/09 à 16h15,MA-auth/art,,https://uurl.kbr.be/2045487/p4
BP-date,Le Radio in BP,Le Radio,12126493,16/10/1938,3,Automne (Une fantaisie de Lise Coliny) : 18/10 - 16h15,MA-auth/art,,https://uurl.kbr.be/2045493/p3
BP-date,Le Radio in BP,Le Radio,12126494,16/10/1938,4,Y a d'la Joie ... à la Rue (une fantaisie de MA) : 22/10,MA-auth/art,,https://uurl.kbr.be/2045493/p4
BP-date,Le Radio in BP,Le Radio,12126493,4/12/1938,3,L'Hiver (fantaisie de Lise Coliny) (22/12 à 12h13),MA-auth/art,,https://uurl.kbr.be/2045507/p3
BP-date,Le Radio in BP,Le Radio,12126494,4/12/1938,4,Y a d'la Joie ... au Music-Hall (fantaisie musicale de MA),MA-auth/art,,https://uurl.kbr.be/2045507/p4
BP-date,Le Radio in BP,Le Radio,12126493,11/12/1938,3,Les Airs de Films (fantaisie de Lise Coliny / texte et dessin d'un nain de Blanche-Neige par MA,MA-auth/art,,https://uurl.kbr.be/2045509/p3
BP-date,Le Radio in BP,Le Radio,12126494,11/12/1938,4,(Samedi 17 décembre) Y a d'la Joie ... avec les Chiens (fantaisie de MA),MA-auth/art,,https://uurl.kbr.be/2045509/p4
BP-date,Le Radio in BP,Le Radio,12126493,30/12/1938,3,,MA-Slache,,https://uurl.kbr.be/2045515/p3
BP-date,Le Radio in BP,Le Radio,12126494,30/12/1938,4,Slache vous la souhaite bonne et heureuse ! ,MA-Slache,,https://uurl.kbr.be/2045515/p4
BP-date,Le Radio in BP,Le Radio,12126493,6/01/1939,1,p1 : In Memoriam Amédée Lynen (dessin d'Ochs),MA-auth/art,,https://uurl.kbr.be/2045517/p1
BP-date,Le Radio in BP,Le Radio,12126494,6/01/1939,3,"p3 : ""Une Émission Gaie Signée, Marcel Antoine : Y a d'la Joie ... dans les Arts",MA-auth/art,,https://uurl.kbr.be/2045517/p3
BP-date,Le Radio in BP,Le Radio,12126495,6/01/1939,4,p4 : Au coin du feu (fantaisie de Lise Coliny) (texte + dessin MA),MA-auth/art,,https://uurl.kbr.be/2045517/p4
BP-date,Le Radio in BP,Le Radio,12126493,15/01/1939,3,p3: En marge de la météorologie ... Y a d'la Joie ... par tous les Temps (fantaisie de MA),MA-auth/art,,https://uurl.kbr.be/2045519/p3
BP-date,Le Radio in BP,Le Radio,12126494,15/01/1939,4,p4 : L'Oubli (fantaisie musicale de Lise Coliny) (17/1) (texte + dessin MA),MA-auth/art,,https://uurl.kbr.be/2045519/p4
BP-date,Le Radio in BP,Le Radio,12126493,19/03/1939,3,Célébrons le Printemps (fantaisie de Lise Coliny) (texte + dessin MA),MA-auth/art,,https://uurl.kbr.be/2045537/p3
BP-date,Le Radio in BP,Le Radio,12126494,19/03/1939,4,Un quart d'heure au joyeux Tyrol (24/3 16h) (dessin MA),MA-auth/art,,https://uurl.kbr.be/2045537/p4
